Date,ID,Member Since,Type,Charge,Join Date,Zip,Primary's Birthday,Account ID,Type External ID,Date Entered
3/5/2024,TXN00001037,11/18/2013,HH Pledges/Memorial Book,362,11/18/2013,11231,3/25/1949,ACC010134,TYPE2,3/6/2024
3/6/2024,TXN00001430,11/18/2003,HH Pledges/Memorial Book,818,11/18/2003,11222,1/2/1961,ACC010184,TYPE2,3/7/2024
3/7/2024,TXN00000459,11/18/2000,High Holiday Tickets,500,11/18/2000,10128,1/8/1963,ACC010059,TYPE4,3/9/2024
3/7/2024,TXN00001044,11/18/2024,HH Pledges/Memorial Book,839,11/18/2024,10036,4/20/1967,ACC010135,TYPE2,3/9/2024
3/8/2024,TXN00000312,11/18/2015,Religious School Fees,3000,11/18/2015,10012,4/1/1964,ACC010037,TYPE3,3/8/2024
3/8/2024,TXN00001493,11/18/2002,High Holiday Tickets,500,11/18/2002,10017,5/1/1943,ACC010193,TYPE4,3/10/2024
3/9/2024,TXN00001111,11/18/2011,Adult Education,300,11/18/2011,10017,4/2/1956,ACC010143,TYPE5,3/9/2024
3/9/2024,TXN00001471,11/18/2021,Religious School Fees,1691,11/18/2021,11201,2/18/1981,ACC010189,TYPE3,3/10/2024
3/10/2024,TXN00000308,11/18/2015,Adult Education,300,11/18/2015,10012,4/1/1964,ACC010037,TYPE5,3/12/2024
3/10/2024,TXN00001332,11/18/2007,Religious School Fees,1081,11/18/2007,10128,5/28/1949,ACC010174,TYPE3,3/10/2024
3/11/2024,TXN00000228,11/18/1995,HH Pledges/Memorial Book,1000,11/18/1995,10282,6/1/1979,ACC010027,TYPE2,3/11/2024
3/12/2024,TXN00000797,11/18/2017,High Holiday Tickets,500,11/18/2017,10014,8/26/1978,ACC010101,TYPE4,3/14/2024
3/13/2024,TXN00000689,11/18/2021,HH Pledges/Memorial Book,234,11/18/2021,10022,8/17/1977,ACC010088,TYPE2,3/14/2024
3/13/2024,TXN00000763,11/18/2024,HH Pledges/Memorial Book,430,11/18/2024,10040,8/27/1995,ACC010098,TYPE2,3/13/2024
3/13/2024,TXN00001129,11/18/2002,HH Pledges/Memorial Book,1000,11/18/2002,11205,6/19/1987,ACC010145,TYPE2,3/13/2024
3/14/2024,TXN00001191,11/18/2007,Religious School Fees,500,11/18/2007,11215,8/22/1985,ACC010153,TYPE3,3/15/2024
3/14/2024,TXN00001365,11/18/2016,Building Fund,3578,11/18/2016,10001,5/22/1956,ACC010177,TYPE6,3/14/2024
3/14/2024,TXN00001421,11/18/2010,Religious School Fees,512,11/18/2010,10033,6/22/1974,ACC010183,TYPE3,3/15/2024
3/15/2024,TXN00000803,11/18/2001,High Holiday Tickets,500,11/18/2001,10020,10/26/1953,ACC010102,TYPE4,3/15/2024
3/15/2024,TXN00000894,11/18/2012,Adult Education,300,11/18/2012,10024,9/6/1965,ACC010113,TYPE5,3/15/2024
3/16/2024,TXN00000079,11/18/2022,Hineini Pledges,12725,11/18/2022,10020,6/17/1961,ACC010008,TYPE1,3/17/2024
3/16/2024,TXN00001171,11/18/2012,HH Pledges/Memorial Book,1000,11/18/2012,10019,10/8/1988,ACC010150,TYPE2,3/18/2024
3/16/2024,TXN00001178,11/18/1995,HH Pledges/Memorial Book,1000,11/18/1995,10025,10/18/1948,ACC010151,TYPE2,3/17/2024
3/17/2024,TXN00000626,11/18/2010,HH Pledges/Memorial Book,637,11/18/2010,10022,11/10/1986,ACC010079,TYPE2,3/17/2024
3/17/2024,TXN00000960,11/18/2002,Building Fund,4335,11/18/2002,10017,5/27/1964,ACC010123,TYPE6,3/18/2024
3/17/2024,TXN00001161,11/18/2005,HH Pledges/Memorial Book,488,11/18/2005,10011,6/15/1959,ACC010148,TYPE2,3/18/2024
3/18/2024,TXN00000691,11/18/2021,Building Fund,1032,11/18/2021,10022,8/17/1977,ACC010088,TYPE6,3/18/2024
3/20/2024,TXN00000058,11/18/2022,Religious School Fees,1834,11/18/2022,11201,8/5/1984,ACC010006,TYPE3,3/20/2024
3/20/2024,TXN00000569,11/18/1997,Hineini Pledges,1836,11/18/1997,10065,12/7/1987,ACC010071,TYPE1,3/20/2024
3/20/2024,TXN00000836,11/18/2003,Hineini Pledges,1800,11/18/2003,10282,7/16/1971,ACC010106,TYPE1,3/22/2024
3/20/2024,TXN00001412,11/18/2014,Building Fund,2630,11/18/2014,10019,6/11/1963,ACC010182,TYPE6,3/22/2024
3/21/2024,TXN00000788,11/18/2019,High Holiday Tickets,197,11/18/2019,10037,10/10/1947,ACC010100,TYPE4,3/21/2024
3/24/2024,TXN00000191,11/18/2002,Hineini Pledges,5827,11/18/2002,10030,10/4/1978,ACC010023,TYPE1,3/25/2024
3/25/2024,TXN00000756,11/18/2015,Adult Education,71,11/18/2015,10010,2/20/1960,ACC010097,TYPE5,3/27/2024
3/25/2024,TXN00001209,11/18/2012,Adult Education,300,11/18/2012,10022,6/7/1985,ACC010155,TYPE5,3/26/2024
3/28/2024,TXN00000146,11/18/2001,Adult Education,300,11/18/2001,11211,4/3/1967,ACC010016,TYPE5,3/29/2024
3/28/2024,TXN00000647,11/18/2008,Hineini Pledges,12150,11/18/2008,11217,6/16/1943,ACC010082,TYPE1,3/28/2024
3/29/2024,TXN00000125,11/18/1999,Building Fund,4618,11/18/1999,10014,3/21/1986,ACC010014,TYPE6,3/29/2024
3/30/2024,TXN00000127,11/18/1999,Hineini Pledges,1800,11/18/1999,10014,3/21/1986,ACC010014,TYPE1,3/31/2024
3/31/2024,TXN00000889,11/18/2012,High Holiday Tickets,500,11/18/2012,10024,9/6/1965,ACC010113,TYPE4,4/2/2024
3/31/2024,TXN00001286,11/18/2015,HH Pledges/Memorial Book,504,11/18/2015,11201,11/4/1992,ACC010168,TYPE2,3/31/2024
4/2/2024,TXN00000260,11/18/2014,HH Pledges/Memorial Book,550,11/18/2014,10011,12/21/1951,ACC010032,TYPE2,4/3/2024
4/2/2024,TXN00000732,11/18/2009,Adult Education,300,11/18/2009,10014,10/4/1973,ACC010093,TYPE5,4/3/2024
4/3/2024,TXN00000938,11/18/2004,HH Pledges/Memorial Book,467,11/18/2004,10033,3/28/1966,ACC010120,TYPE2,4/4/2024
4/3/2024,TXN00001473,11/18/2001,High Holiday Tickets,500,11/18/2001,10010,12/15/1953,ACC010190,TYPE4,4/3/2024
4/5/2024,TXN00000097,11/18/1998,HH Pledges/Memorial Book,479,11/18/1998,11231,6/7/1974,ACC010011,TYPE2,4/7/2024
4/5/2024,TXN00000434,11/18/1999,Religious School Fees,500,11/18/1999,10014,7/7/1951,ACC010055,TYPE3,4/7/2024
4/5/2024,TXN00001152,11/18/2001,HH Pledges/Memorial Book,518,11/18/2001,10282,6/5/1964,ACC010147,TYPE2,4/6/2024
4/6/2024,TXN00000598,11/18/2009,HH Pledges/Memorial Book,1000,11/18/2009,10016,12/14/1954,ACC010075,TYPE2,4/7/2024
4/6/2024,TXN00001224,11/18/2001,High Holiday Tickets,500,11/18/2001,10026,9/7/1942,ACC010157,TYPE4,4/7/2024
4/6/2024,TXN00001373,11/18/1996,Religious School Fees,1822,11/18/1996,11222,6/17/1973,ACC010178,TYPE3,4/7/2024
4/7/2024,TXN00000516,11/18/2008,High Holiday Tickets,324,11/18/2008,10282,1/2/1988,ACC010065,TYPE4,4/8/2024
4/10/2024,TXN00000942,11/18/1996,Adult Education,300,11/18/1996,10031,4/16/1952,ACC010121,TYPE5,4/12/2024
4/10/2024,TXN00001153,11/18/2001,Religious School Fees,2862,11/18/2001,10282,6/5/1964,ACC010147,TYPE3,4/11/2024
4/14/2024,TXN00000431,11/18/1999,HH Pledges/Memorial Book,1000,11/18/1999,10014,7/7/1951,ACC010055,TYPE2,4/16/2024
4/15/2024,TXN00000420,11/18/2014,Building Fund,2480,11/18/2014,10010,10/14/1953,ACC010054,TYPE6,4/15/2024
4/15/2024,TXN00001016,11/18/2016,HH Pledges/Memorial Book,1000,11/18/2016,10016,1/22/1963,ACC010131,TYPE2,4/15/2024
4/15/2024,TXN00001492,11/18/2002,High Holiday Tickets,185,11/18/2002,10017,5/1/1943,ACC010193,TYPE4,4/16/2024
4/16/2024,TXN00000958,11/18/2002,Hineini Pledges,3379,11/18/2002,10017,5/27/1964,ACC010123,TYPE1,4/18/2024
4/17/2024,TXN00000294,11/18/2021,Adult Education,189,11/18/2021,10001,4/18/1986,ACC010036,TYPE5,4/19/2024
4/18/2024,TXN00001429,11/18/2003,Religious School Fees,3000,11/18/2003,11222,1/2/1961,ACC010184,TYPE3,4/18/2024
4/20/2024,TXN00000036,11/18/2006,HH Pledges/Memorial Book,749,11/18/2006,10075,11/1/1969,ACC010003,TYPE2,4/20/2024
4/21/2024,TXN00000331,11/18/2000,Religious School Fees,500,11/18/2000,11205,7/24/1985,ACC010040,TYPE3,4/21/2024
4/21/2024,TXN00000495,11/18/2013,High Holiday Tickets,500,11/18/2013,10021,1/17/1955,ACC010063,TYPE4,4/22/2024
4/21/2024,TXN00001500,11/18/1998,HH Pledges/Memorial Book,1000,11/18/1998,10027,4/11/1998,ACC010194,TYPE2,4/22/2024
4/22/2024,TXN00001235,11/18/2017,High Holiday Tickets,500,11/18/2017,10037,11/28/1970,ACC010159,TYPE4,4/24/2024
4/23/2024,TXN00000458,11/18/2000,Adult Education,300,11/18/2000,10128,1/8/1963,ACC010059,TYPE5,4/24/2024
4/23/2024,TXN00000692,11/18/2021,Building Fund,193,11/18/2021,10022,8/17/1977,ACC010088,TYPE6,4/25/2024
4/23/2024,TXN00000748,11/18/1998,Adult Education,300,11/18/1998,10065,1/8/1980,ACC010096,TYPE5,4/25/2024
4/23/2024,TXN00000930,11/18/2000,Adult Education,92,11/18/2000,10022,9/13/1956,ACC010119,TYPE5,4/25/2024
4/24/2024,TXN00000875,11/18/2008,Hineini Pledges,1800,11/18/2008,10035,12/14/1973,ACC010111,TYPE1,4/25/2024
4/27/2024,TXN00000658,11/18/1995,Religious School Fees,1129,11/18/1995,10020,6/18/1987,ACC010083,TYPE3,4/27/2024
4/28/2024,TXN00000165,11/18/2011,High Holiday Tickets,500,11/18/2011,10001,9/19/1999,ACC010019,TYPE4,4/28/2024
4/28/2024,TXN00000537,11/18/2024,Building Fund,457,11/18/2024,10128,12/17/1944,ACC010067,TYPE6,4/28/2024
4/29/2024,TXN00000472,11/18/2000,Building Fund,193,11/18/2000,11206,10/26/1983,ACC010060,TYPE6,4/30/2024
4/29/2024,TXN00000996,11/18/2016,Hineini Pledges,5371,11/18/2016,10026,5/22/1997,ACC010127,TYPE1,4/30/2024
4/30/2024,TXN00000263,11/18/2014,Building Fund,3433,11/18/2014,10011,12/21/1951,ACC010032,TYPE6,4/30/2024
4/30/2024,TXN00001055,11/18/1995,Religious School Fees,2741,11/18/1995,10012,8/28/1950,ACC010136,TYPE3,5/1/2024
5/1/2024,TXN00000659,11/18/1995,Religious School Fees,2275,11/18/1995,10020,6/18/1987,ACC010083,TYPE3,5/2/2024
5/2/2024,TXN00000433,11/18/1999,Religious School Fees,3000,11/18/1999,10014,7/7/1951,ACC010055,TYPE3,5/3/2024
5/2/2024,TXN00000891,11/18/2012,Building Fund,2205,11/18/2012,10024,9/6/1965,ACC010113,TYPE6,5/3/2024
5/2/2024,TXN00001236,11/18/2017,High Holiday Tickets,328,11/18/2017,10037,11/28/1970,ACC010159,TYPE4,5/3/2024
5/6/2024,TXN00000540,11/18/2024,Adult Education,300,11/18/2024,10128,12/17/1944,ACC010067,TYPE5,5/8/2024
5/6/2024,TXN00001243,11/18/2006,HH Pledges/Memorial Book,818,11/18/2006,10010,3/16/1970,ACC010160,TYPE2,5/6/2024
5/6/2024,TXN00001502,11/18/1998,Hineini Pledges,6995,11/18/1998,10027,4/11/1998,ACC010194,TYPE1,5/6/2024
5/8/2024,TXN00000408,11/18/2008,Building Fund,3797,11/18/2008,10018,12/7/1963,ACC010053,TYPE6,5/8/2024
5/8/2024,TXN00001402,11/18/2009,Building Fund,4721,11/18/2009,10023,3/8/1963,ACC010181,TYPE6,5/10/2024
5/9/2024,TXN00001141,11/18/2015,Building Fund,3695,11/18/2015,10069,4/2/1987,ACC010146,TYPE6,5/9/2024
5/10/2024,TXN00000645,11/18/2008,High Holiday Tickets,301,11/18/2008,11217,6/16/1943,ACC010082,TYPE4,5/12/2024
5/12/2024,TXN00000786,11/18/2019,Building Fund,3558,11/18/2019,10037,10/10/1947,ACC010100,TYPE6,5/13/2024
5/12/2024,TXN00000829,11/18/1999,HH Pledges/Memorial Book,185,11/18/1999,10020,12/3/1979,ACC010105,TYPE2,5/12/2024
5/13/2024,TXN00001218,11/18/2000,Building Fund,5000,11/18/2000,10030,3/19/1971,ACC010156,TYPE6,5/15/2024
5/16/2024,TXN00001465,11/18/2022,HH Pledges/Memorial Book,533,11/18/2022,10026,2/25/1953,ACC010188,TYPE2,5/16/2024
5/17/2024,TXN00000311,11/18/2015,Building Fund,526,11/18/2015,10012,4/1/1964,ACC010037,TYPE6,5/17/2024
5/18/2024,TXN00000802,11/18/2001,High Holiday Tickets,253,11/18/2001,10020,10/26/1953,ACC010102,TYPE4,5/20/2024
5/19/2024,TXN00000084,11/18/2002,HH Pledges/Memorial Book,339,11/18/2002,10030,1/13/1971,ACC010009,TYPE2,5/19/2024
5/19/2024,TXN00000680,11/18/2002,Religious School Fees,3000,11/18/2002,11217,11/15/1996,ACC010087,TYPE3,5/20/2024
5/20/2024,TXN00000098,11/18/1998,Building Fund,1429,11/18/1998,11231,6/7/1974,ACC010011,TYPE6,5/22/2024
5/20/2024,TXN00000135,11/18/2002,Hineini Pledges,5377,11/18/2002,11206,6/8/1951,ACC010015,TYPE1,5/20/2024
5/20/2024,TXN00000419,11/18/2014,Building Fund,190,11/18/2014,10010,10/14/1953,ACC010054,TYPE6,5/20/2024
5/20/2024,TXN00001042,11/18/2024,High Holiday Tickets,487,11/18/2024,10036,4/20/1967,ACC010135,TYPE4,5/20/2024
5/20/2024,TXN00001494,11/18/2002,Building Fund,317,11/18/2002,10017,5/1/1943,ACC010193,TYPE6,5/22/2024
5/22/2024,TXN00001056,11/18/1995,Religious School Fees,2148,11/18/1995,10012,8/28/1950,ACC010136,TYPE3,5/22/2024
5/22/2024,TXN00001452,11/18/2018,Building Fund,5000,11/18/2018,10075,10/1/1985,ACC010186,TYPE6,5/23/2024
5/23/2024,TXN00000051,11/18/1998,Religious School Fees,500,11/18/1998,10069,11/18/1961,ACC010005,TYPE3,5/24/2024
5/23/2024,TXN00000454,11/18/1999,Religious School Fees,928,11/18/1999,10029,7/24/1970,ACC010058,TYPE3,5/24/2024
5/24/2024,TXN00000377,11/18/2017,High Holiday Tickets,455,11/18/2017,10011,4/15/1973,ACC010047,TYPE4,5/26/2024
5/24/2024,TXN00000567,11/18/1997,Building Fund,1607,11/18/1997,10065,12/7/1987,ACC010071,TYPE6,5/26/2024
5/25/2024,TXN00000817,11/18/2003,Religious School Fees,1902,11/18/2003,10025,9/1/1961,ACC010104,TYPE3,5/27/2024
5/26/2024,TXN00000019,11/18/2000,HH Pledges/Memorial Book,180,11/18/2000,11205,12/21/1967,ACC010002,TYPE2,5/28/2024
5/26/2024,TXN00000497,11/18/2013,Adult Education,300,11/18/2013,10021,1/17/1955,ACC010063,TYPE5,5/28/2024
5/26/2024,TXN00001166,11/18/1999,High Holiday Tickets,341,11/18/1999,11205,3/3/1989,ACC010149,TYPE4,5/26/2024
5/26/2024,TXN00001314,11/18/1997,HH Pledges/Memorial Book,1000,11/18/1997,10065,1/24/1956,ACC010172,TYPE2,5/26/2024
5/28/2024,TXN00000050,11/18/1998,High Holiday Tickets,116,11/18/1998,10069,11/18/1961,ACC010005,TYPE4,5/28/2024
5/29/2024,TXN00000760,11/18/2024,Adult Education,300,11/18/2024,10040,8/27/1995,ACC010098,TYPE5,5/31/2024
5/31/2024,TXN00000322,11/18/1998,Adult Education,137,11/18/1998,10023,12/18/1958,ACC010038,TYPE5,6/2/2024
5/31/2024,TXN00001303,11/18/1995,Hineini Pledges,1976,11/18/1995,10003,1/27/1948,ACC010171,TYPE1,6/2/2024
6/1/2024,TXN00000071,11/18/2008,Hineini Pledges,2661,11/18/2008,10036,4/24/1949,ACC010007,TYPE1,6/1/2024
6/2/2024,TXN00000418,11/18/2014,High Holiday Tickets,472,11/18/2014,10010,10/14/1953,ACC010054,TYPE4,6/3/2024
6/2/2024,TXN00001323,11/18/2015,Building Fund,2333,11/18/2015,10075,2/25/1969,ACC010173,TYPE6,6/2/2024
6/3/2024,TXN00000339,11/18/2012,Hineini Pledges,1800,11/18/2012,10022,1/18/1967,ACC010041,TYPE1,6/5/2024
6/5/2024,TXN00000480,11/18/2021,Adult Education,300,11/18/2021,10026,5/9/1961,ACC010061,TYPE5,6/7/2024
6/6/2024,TXN00000605,11/18/2010,High Holiday Tickets,470,11/18/2010,10012,2/21/1949,ACC010076,TYPE4,6/6/2024
6/6/2024,TXN00000773,11/18/1995,Hineini Pledges,9362,11/18/1995,10001,7/5/1962,ACC010099,TYPE1,6/7/2024
6/7/2024,TXN00001131,11/18/2002,Religious School Fees,2405,11/18/2002,11205,6/19/1987,ACC010145,TYPE3,6/8/2024
6/8/2024,TXN00000551,11/18/2020,Hineini Pledges,1800,11/18/2020,10023,1/23/1993,ACC010069,TYPE1,6/9/2024
6/8/2024,TXN00000740,11/18/2012,HH Pledges/Memorial Book,1000,11/18/2012,10035,8/19/1988,ACC010095,TYPE2,6/10/2024
6/8/2024,TXN00001140,11/18/2015,Building Fund,1895,11/18/2015,10069,4/2/1987,ACC010146,TYPE6,6/10/2024
6/9/2024,TXN00000176,11/18/2013,Building Fund,3514,11/18/2013,11222,6/22/2000,ACC010021,TYPE6,6/9/2024
6/9/2024,TXN00000344,11/18/2006,Adult Education,300,11/18/2006,10019,12/28/1992,ACC010042,TYPE5,6/10/2024
6/9/2024,TXN00000690,11/18/2021,HH Pledges/Memorial Book,1000,11/18/2021,10022,8/17/1977,ACC010088,TYPE2,6/10/2024
6/10/2024,TXN00000852,11/18/1999,HH Pledges/Memorial Book,1000,11/18/1999,10075,3/26/1982,ACC010109,TYPE2,6/11/2024
6/10/2024,TXN00001324,11/18/2015,Religious School Fees,3000,11/18/2015,10075,2/25/1969,ACC010173,TYPE3,6/11/2024
6/11/2024,TXN00000147,11/18/2001,Adult Education,300,11/18/2001,11211,4/3/1967,ACC010016,TYPE5,6/11/2024
6/11/2024,TXN00000588,11/18/2018,Hineini Pledges,2649,11/18/2018,10018,2/11/1983,ACC010074,TYPE1,6/13/2024
6/12/2024,TXN00000362,11/18/2005,Adult Education,66,11/18/2005,10032,6/15/1970,ACC010045,TYPE5,6/12/2024
6/12/2024,TXN00000646,11/18/2008,High Holiday Tickets,500,11/18/2008,11217,6/16/1943,ACC010082,TYPE4,6/13/2024
6/12/2024,TXN00000981,11/18/1996,Religious School Fees,1960,11/18/1996,10025,11/28/1954,ACC010125,TYPE3,6/12/2024
6/13/2024,TXN00000842,11/18/1996,Building Fund,5000,11/18/1996,11222,7/18/1972,ACC010107,TYPE6,6/13/2024
6/14/2024,TXN00000073,11/18/2008,Religious School Fees,1093,11/18/2008,10036,4/24/1949,ACC010007,TYPE3,6/16/2024
6/14/2024,TXN00001142,11/18/2015,Adult Education,300,11/18/2015,10069,4/2/1987,ACC010146,TYPE5,6/16/2024
6/15/2024,TXN00000204,11/18/2023,High Holiday Tickets,183,11/18/2023,11205,10/18/1943,ACC010025,TYPE4,6/16/2024
6/16/2024,TXN00000614,11/18/2004,High Holiday Tickets,500,11/18/2004,10029,7/26/1970,ACC010078,TYPE4,6/18/2024
6/17/2024,TXN00000206,11/18/2023,Building Fund,2520,11/18/2023,11205,10/18/1943,ACC010025,TYPE6,6/18/2024
6/17/2024,TXN00000273,11/18/2007,Hineini Pledges,9300,11/18/2007,10075,8/13/1978,ACC010033,TYPE1,6/19/2024
6/17/2024,TXN00001041,11/18/2024,Building Fund,5000,11/18/2024,10036,4/20/1967,ACC010135,TYPE6,6/18/2024
6/21/2024,TXN00001364,11/18/2016,Building Fund,3152,11/18/2016,10001,5/22/1956,ACC010177,TYPE6,6/23/2024
6/22/2024,TXN00000208,11/18/2023,Religious School Fees,3000,11/18/2023,11205,10/18/1943,ACC010025,TYPE3,6/22/2024
6/22/2024,TXN00001362,11/18/2016,High Holiday Tickets,263,11/18/2016,10001,5/22/1956,ACC010177,TYPE4,6/22/2024
6/23/2024,TXN00000364,11/18/2005,Hineini Pledges,1800,11/18/2005,10032,6/15/1970,ACC010045,TYPE1,6/24/2024
6/23/2024,TXN00000568,11/18/1997,Building Fund,373,11/18/1997,10065,12/7/1987,ACC010071,TYPE6,6/24/2024
6/23/2024,TXN00001336,11/18/2007,Hineini Pledges,1800,11/18/2007,10128,5/28/1949,ACC010174,TYPE1,6/25/2024
6/24/2024,TXN00000332,11/18/2000,High Holiday Tickets,427,11/18/2000,11205,7/24/1985,ACC010040,TYPE4,6/25/2024
6/24/2024,TXN00000717,11/18/2006,High Holiday Tickets,455,11/18/2006,10011,2/8/1949,ACC010091,TYPE4,6/26/2024
6/27/2024,TXN00000789,11/18/2019,High Holiday Tickets,500,11/18/2019,10037,10/10/1947,ACC010100,TYPE4,6/29/2024
6/27/2024,TXN00001285,11/18/2015,Hineini Pledges,4083,11/18/2015,11201,11/4/1992,ACC010168,TYPE1,6/27/2024
6/28/2024,TXN00000488,11/18/2024,HH Pledges/Memorial Book,180,11/18/2024,10003,1/11/1950,ACC010062,TYPE2,6/29/2024
6/30/2024,TXN00000253,11/18/2003,High Holiday Tickets,159,11/18/2003,10022,4/26/1963,ACC010031,TYPE4,7/1/2024
6/30/2024,TXN00000997,11/18/2016,HH Pledges/Memorial Book,891,11/18/2016,10026,5/22/1997,ACC010127,TYPE2,7/2/2024
6/30/2024,TXN00001375,11/18/1996,Hineini Pledges,1800,11/18/1996,11222,6/17/1973,ACC010178,TYPE1,7/2/2024
7/1/2024,TXN00000496,11/18/2013,Adult Education,300,11/18/2013,10021,1/17/1955,ACC010063,TYPE5,7/2/2024
7/4/2024,TXN00000111,11/18/1998,Religious School Fees,3000,11/18/1998,10036,9/28/1960,ACC010012,TYPE3,7/5/2024
7/4/2024,TXN00000949,11/18/2002,Hineini Pledges,9476,11/18/2002,10002,9/6/1989,ACC010122,TYPE1,7/5/2024
7/4/2024,TXN00001333,11/18/2007,Religious School Fees,3000,11/18/2007,10128,5/28/1949,ACC010174,TYPE3,7/5/2024
7/5/2024,TXN00000072,11/18/2008,Building Fund,1968,11/18/2008,10036,4/24/1949,ACC010007,TYPE6,7/5/2024
7/5/2024,TXN00001072,11/18/2004,Hineini Pledges,14357,11/18/2004,10128,1/4/1958,ACC010138,TYPE1,7/7/2024
7/6/2024,TXN00001388,11/18/2018,Hineini Pledges,12598,11/18/2018,11211,6/18/1967,ACC010179,TYPE1,7/7/2024
7/6/2024,TXN00001410,11/18/2014,Adult Education,192,11/18/2014,10019,6/11/1963,ACC010182,TYPE5,7/7/2024
7/7/2024,TXN00000566,11/18/1997,High Holiday Tickets,457,11/18/1997,10065,12/7/1987,ACC010071,TYPE4,7/8/2024
7/7/2024,TXN00001002,11/18/1996,Building Fund,2877,11/18/1996,10037,10/2/1968,ACC010128,TYPE6,7/7/2024
7/8/2024,TXN00000812,11/18/2008,HH Pledges/Memorial Book,961,11/18/2008,10040,4/16/1994,ACC010103,TYPE2,7/8/2024
7/11/2024,TXN00000761,11/18/2024,Adult Education,300,11/18/2024,10040,8/27/1995,ACC010098,TYPE5,7/13/2024
7/11/2024,TXN00001217,11/18/2000,Building Fund,168,11/18/2000,10030,3/19/1971,ACC010156,TYPE6,7/13/2024
7/12/2024,TXN00000343,11/18/2006,Building Fund,5000,11/18/2006,10019,12/28/1992,ACC010042,TYPE6,7/14/2024
7/12/2024,TXN00000826,11/18/1999,Religious School Fees,1000,11/18/1999,10020,12/3/1979,ACC010105,TYPE3,7/14/2024
7/13/2024,TXN00001073,11/18/2004,Religious School Fees,3000,11/18/2004,10128,1/4/1958,ACC010138,TYPE3,7/13/2024
7/14/2024,TXN00000112,11/18/1998,Religious School Fees,3000,11/18/1998,10036,9/28/1960,ACC010012,TYPE3,7/16/2024
7/14/2024,TXN00000787,11/18/2019,Adult Education,300,11/18/2019,10037,10/10/1947,ACC010100,TYPE5,7/16/2024
7/15/2024,TXN00000749,11/18/1998,Adult Education,128,11/18/1998,10065,1/8/1980,ACC010096,TYPE5,7/16/2024
7/16/2024,TXN00000547,11/18/2000,Religious School Fees,500,11/18/2000,10032,5/18/1959,ACC010068,TYPE3,7/17/2024
7/16/2024,TXN00000624,11/18/2010,Religious School Fees,3000,11/18/2010,10022,11/10/1986,ACC010079,TYPE3,7/18/2024
7/16/2024,TXN00001470,11/18/2021,Religious School Fees,3000,11/18/2021,11201,2/18/1981,ACC010189,TYPE3,7/18/2024
7/17/2024,TXN00000136,11/18/2002,HH Pledges/Memorial Book,805,11/18/2002,11206,6/8/1951,ACC010015,TYPE2,7/19/2024
7/18/2024,TXN00001208,11/18/2012,Building Fund,2229,11/18/2012,10022,6/7/1985,ACC010155,TYPE6,7/18/2024
7/19/2024,TXN00000479,11/18/2021,Hineini Pledges,7330,11/18/2021,10026,5/9/1961,ACC010061,TYPE1,7/19/2024
7/21/2024,TXN00000951,11/18/2002,Building Fund,5000,11/18/2002,10002,9/6/1989,ACC010122,TYPE6,7/22/2024
7/21/2024,TXN00001276,11/18/2021,Building Fund,3761,11/18/2021,10010,12/19/1950,ACC010167,TYPE6,7/21/2024
7/23/2024,TXN00000021,11/18/2000,Adult Education,149,11/18/2000,11205,12/21/1967,ACC010002,TYPE5,7/25/2024
7/23/2024,TXN00000196,11/18/2006,Religious School Fees,2418,11/18/2006,10040,10/20/1975,ACC010024,TYPE3,7/24/2024
7/23/2024,TXN00001017,11/18/2016,Adult Education,300,11/18/2016,10016,1/22/1963,ACC010131,TYPE5,7/25/2024
7/23/2024,TXN00001038,11/18/2013,HH Pledges/Memorial Book,189,11/18/2013,11231,3/25/1949,ACC010134,TYPE2,7/24/2024
7/23/2024,TXN00001454,11/18/2023,Religious School Fees,500,11/18/2023,10012,10/11/1977,ACC010187,TYPE3,7/25/2024
7/24/2024,TXN00001313,11/18/1997,Hineini Pledges,4611,11/18/1997,10065,1/24/1956,ACC010172,TYPE1,7/24/2024
7/25/2024,TXN00001245,11/18/2006,Religious School Fees,1064,11/18/2006,10010,3/16/1970,ACC010160,TYPE3,7/25/2024
7/26/2024,TXN00000818,11/18/2003,Religious School Fees,3000,11/18/2003,10025,9/1/1961,ACC010104,TYPE3,7/28/2024
7/26/2024,TXN00000819,11/18/2003,Hineini Pledges,1800,11/18/2003,10025,9/1/1961,ACC010104,TYPE1,7/28/2024
7/27/2024,TXN00000229,11/18/1995,Building Fund,5000,11/18/1995,10282,6/1/1979,ACC010027,TYPE6,7/28/2024
7/28/2024,TXN00000022,11/18/2000,Adult Education,276,11/18/2000,11205,12/21/1967,ACC010002,TYPE5,7/30/2024
7/29/2024,TXN00000508,11/18/1996,Building Fund,4162,11/18/1996,10044,1/4/1986,ACC010064,TYPE6,7/29/2024
7/30/2024,TXN00001268,11/18/2019,Hineini Pledges,3056,11/18/2019,10039,11/13/1946,ACC010165,TYPE1,7/30/2024
7/31/2024,TXN00001120,11/18/2020,HH Pledges/Memorial Book,1000,11/18/2020,11231,11/7/1961,ACC010144,TYPE2,7/31/2024
8/3/2024,TXN00000153,11/18/2000,Hineini Pledges,1800,11/18/2000,11215,2/9/1991,ACC010017,TYPE1,8/4/2024
8/3/2024,TXN00001376,11/18/1996,High Holiday Tickets,500,11/18/1996,11222,6/17/1973,ACC010178,TYPE4,8/3/2024
8/5/2024,TXN00000881,11/18/2009,Hineini Pledges,1814,11/18/2009,10039,1/7/1956,ACC010112,TYPE1,8/5/2024
